tre_ID	target_clade	dominant_root_id	dominant_root_leaf_count	dominant_target_count	dominant_total_count	dominant_purity	candidate_id	candidate_type	candidate_leaf_count	phylo_distance	alien_coverage	alien_deepvar	combined_score	removed_flag	removed_tips_original
OG0000667_246	Magnoliopsida	N244	246	223	246	0.9065040650406504	CER_0070743	tip	1	2	0.0040650406504065045	10	0.5493186358991669	1	CER_0070743
OG0000667_246	Magnoliopsida	N244	246	223	246	0.9065040650406504	CER_0070744	tip	1	2	0.0040650406504065045	10	0.5493186358991669	1	CER_0070744
OG0000667_246	Magnoliopsida	N244	246	223	246	0.9065040650406504	CER_0045623	tip	1	2	0.0040650406504065045	9	0.4882832319103706	1	CER_0045623
OG0000667_246	Magnoliopsida	N244	246	223	246	0.9065040650406504	CER_0026887	tip	1	2	0.0040650406504065045	9	0.4882832319103706	1	CER_0026887
OG0000667_246	Magnoliopsida	N244	246	223	246	0.9065040650406504	CER_0026888	tip	1	2	0.0040650406504065045	9	0.4882832319103706	1	CER_0026888
OG0000667_246	Magnoliopsida	N244	246	223	246	0.9065040650406504	CER_0028690	tip	1	2	0.0040650406504065045	7	0.366212423932778	1	CER_0028690
OG0000667_246	Magnoliopsida	N244	246	223	246	0.9065040650406504	CER_0028691	tip	1	2	0.0040650406504065045	7	0.366212423932778	1	CER_0028691
OG0000667_246	Magnoliopsida	N244	246	223	246	0.9065040650406504	CER_0028692	tip	1	2	0.0040650406504065045	6	0.3051770199439816	1	CER_0028692
OG0000667_246	Magnoliopsida	N244	246	223	246	0.9065040650406504	CER_0028765	tip	1	2	0.0040650406504065045	7	0.366212423932778	1	CER_0028765
OG0000667_246	Magnoliopsida	N244	246	223	246	0.9065040650406504	CER_0028766	tip	1	2	0.0040650406504065045	7	0.366212423932778	1	CER_0028766
OG0000667_246	Magnoliopsida	N244	246	223	246	0.9065040650406504	CER_0028764	tip	1	2	0.0040650406504065045	6	0.3051770199439816	1	CER_0028764
OG0000667_246	Magnoliopsida	N244	246	223	246	0.9065040650406504	MAR_0008490	tip	1	3	0.0040650406504065045	7	0.732424847865556	1	MAR_0008490
