tre_ID	target_clade	dominant_root_id	dominant_root_leaf_count	dominant_target_count	dominant_total_count	dominant_purity	candidate_id	candidate_type	candidate_leaf_count	phylo_distance	alien_coverage	alien_deepvar	combined_score	removed_flag	removed_tips_original
OG0000648_249	Magnoliopsida	N242	244	222	244	0.9098360655737705	MAR_0007008	tip	1	3	0.004098360655737705	10	0.950768102616935	1	MAR_0007008
OG0000648_249	Magnoliopsida	N242	244	222	244	0.9098360655737705	CER_0011573	tip	1	2	0.06557377049180328	9	0.11826080490881213	1	CER_0011573
OG0000648_249	Magnoliopsida	N242	244	222	244	0.9098360655737705	CER_0011807	tip	1	2	0.06557377049180328	9	0.11826080490881213	1	CER_0011807
OG0000648_249	Magnoliopsida	N242	244	222	244	0.9098360655737705	CER_0011869	tip	1	2	0.06557377049180328	9	0.11826080490881213	1	CER_0011869
OG0000648_249	Magnoliopsida	N242	244	222	244	0.9098360655737705	CER_0011932	tip	1	2	0.06557377049180328	9	0.11826080490881213	1	CER_0011932
OG0000648_249	Magnoliopsida	N242	244	222	244	0.9098360655737705	CER_0012100	tip	1	2	0.06557377049180328	9	0.11826080490881213	1	CER_0012100
OG0000648_249	Magnoliopsida	N242	244	222	244	0.9098360655737705	CER_0012841	tip	1	2	0.06557377049180328	9	0.11826080490881213	1	CER_0012841
OG0000648_249	Magnoliopsida	N242	244	222	244	0.9098360655737705	CER_0012941	tip	1	2	0.06557377049180328	9	0.11826080490881213	1	CER_0012941
OG0000648_249	Magnoliopsida	N242	244	222	244	0.9098360655737705	CER_0048926	tip	1	2	0.06557377049180328	9	0.11826080490881213	1	CER_0048926
OG0000648_249	Magnoliopsida	N242	244	222	244	0.9098360655737705	CER_0048927	tip	1	2	0.06557377049180328	9	0.11826080490881213	1	CER_0048927
OG0000648_249	Magnoliopsida	N242	244	222	244	0.9098360655737705	CER_0048928	tip	1	2	0.06557377049180328	9	0.11826080490881213	1	CER_0048928
OG0000648_249	Magnoliopsida	N242	244	222	244	0.9098360655737705	CER_0048929	tip	1	2	0.06557377049180328	9	0.11826080490881213	1	CER_0048929
OG0000648_249	Magnoliopsida	N242	244	222	244	0.9098360655737705	CER_0048930	tip	1	2	0.06557377049180328	9	0.11826080490881213	1	CER_0048930
OG0000648_249	Magnoliopsida	N242	244	222	244	0.9098360655737705	CER_0048931	tip	1	2	0.06557377049180328	9	0.11826080490881213	1	CER_0048931
OG0000648_249	Magnoliopsida	N242	244	222	244	0.9098360655737705	CER_0048932	tip	1	2	0.06557377049180328	9	0.11826080490881213	1	CER_0048932
OG0000648_249	Magnoliopsida	N242	244	222	244	0.9098360655737705	CER_0048933	tip	1	2	0.06557377049180328	9	0.11826080490881213	1	CER_0048933
OG0000648_249	Magnoliopsida	N242	244	222	244	0.9098360655737705	CER_0048934	tip	1	2	0.06557377049180328	9	0.11826080490881213	1	CER_0048934
