tre_ID	target_clade	dominant_root_id	dominant_root_leaf_count	dominant_target_count	dominant_total_count	dominant_purity	candidate_id	candidate_type	candidate_leaf_count	phylo_distance	alien_coverage	alien_deepvar	combined_score	removed_flag	removed_tips_original
OG0001299_159	Magnoliopsida	N149	151	140	151	0.9271523178807947	GIN_0022659	tip	1	1	0.006622516556291391	7	0.0	0	
OG0001299_159	Magnoliopsida	N149	151	140	151	0.9271523178807947	GIN_0025076	tip	1	1	0.006622516556291391	7	0.0	0	
OG0001299_159	Magnoliopsida	N149	151	140	151	0.9271523178807947	GIN_0022656	tip	1	1	0.006622516556291391	6	0.0	0	
OG0001299_159	Magnoliopsida	N149	151	140	151	0.9271523178807947	GIN_0005778	tip	1	1	0.006622516556291391	5	0.0	0	
OG0001299_159	Magnoliopsida	N149	151	140	151	0.9271523178807947	GIN_0027530	tip	1	1	0.006622516556291391	5	0.0	0	
OG0001299_159	Magnoliopsida	N149	151	140	151	0.9271523178807947	CER_0004410	tip	1	2	0.006622516556291391	6	0.9051950497991165	1	CER_0004410
OG0001299_159	Magnoliopsida	N149	151	140	151	0.9271523178807947	CER_0003524	tip	1	2	0.006622516556291391	5	0.7241560398392931	1	CER_0003524
OG0001299_159	Magnoliopsida	N149	151	140	151	0.9271523178807947	CER_0015024	tip	1	2	0.006622516556291391	4	0.5431170298794699	0	
OG0001299_159	Magnoliopsida	N149	151	140	151	0.9271523178807947	MAR_0021446	tip	1	3	0.006622516556291391	3	0.7241560398392931	1	MAR_0021446
OG0001299_159	Magnoliopsida	N149	151	140	151	0.9271523178807947	MAR_0021447	tip	1	3	0.006622516556291391	3	0.7241560398392931	1	MAR_0021447
OG0001299_159	Magnoliopsida	N149	151	140	151	0.9271523178807947	MAR_0017727	tip	1	3	0.006622516556291391	1	0.0	0	
