tre_ID	long_branch_label	gene	root_relative_branch_ratio	sister_relative_branch_ratio
OG0004492_64		GLY_0053475	0	0
OG0004492_64		GLY_0053477	0	0
OG0004492_64		GLY_0053476	-0.9999881492531978	0.0
OG0004492_64		GLY_0053478	-0.9716173726612548	1196.5037443834246
OG0004492_64		GLY_0053473	-0.9999881492531978	0.0
OG0004492_64		GLY_0053474	-0.9999881492531978	0.0
OG0004492_64		PHA_0025668	-0.9999881492531978	0.0
OG0004492_64		PHA_0025669	-0.9999881492531978	0.0
OG0004492_64		MED_0026941	0.12053396301243072	0.3104148255635335
OG0004492_64		LOC107605659	-0.9999881492531978	-0.9976844947852002
OG0004492_64		arharahy.Tifrunner.gnm1.Arahy.06g03291	-0.9948820038381027	430.87119321018474
OG0004492_64		ardaradu.V14167.gnm1.Aradu.A06g03564	-0.8991936309783912	0.6636637290524046
OG0004492_64		CEC_0023159	-0.29560770295365707	-0.6767723952975095
OG0004492_64		PRU_0041113	0	0
OG0004492_64		PRU_0041117	0	0
OG0004492_64		PRU_0041116	0	0
OG0004492_64		PRU_0041115	0	0
OG0004492_64		PRU_0041119	0	0
OG0004492_64		PRU_0041118	0	0
OG0004492_64		PRU_0041114	-0.9999881492531978	-2.1144107520077387e-16
OG0004492_64		CUC_0021204	-0.9999881492531978	-0.9997396557685159
OG0004492_64		CUC_0021205	-0.9544804709724402	3840.0683974038934
OG0004492_64		POP_0017776	0	0
OG0004492_64		POP_0017778	0	0
OG0004492_64		POP_0017777	-0.9999881492531978	0.0
OG0004492_64		POP_0017779	-0.8211821113075752	15088.166250624063
OG0004492_64		POP_0017780	-0.9999881492531978	-0.999933727285962
OG0004492_64		POP_0017781	-0.8147828263643611	-0.6640517907886315
OG0004492_64		POP_0043363	0	0
OG0004492_64		POP_0043365	0	0
OG0004492_64		POP_0043364	-0.9999881492531978	0.0
OG0004492_64		POP_0043366	-0.9999881492531978	-0.5
OG0004492_64		ARA_0002885	2.9174439212008396	0.8275854830688641
OG0004492_64		VIT_0010118	0.251079139194053	-0.6153421294149087
OG0004492_64		MIM_0005316	0	0
OG0004492_64		MIM_0005318	0	0
OG0004492_64		MIM_0005317	-0.9999881492531978	0.0
OG0004492_64		COF_0002261	1.1612851249872749	-0.16237187865446787
OG0004492_64		SOL_0011729	1.5802442276119784	0.19384721515037034
OG0004492_64		HEL_0040739	2.66787417501495	0.043425370094760087
OG0004492_64		ACT_0001182	0.5973954713557542	-0.5859478382625947
OG0004492_64		AQU_0032971	0	0
OG0004492_64		AQU_0032973	0	0
OG0004492_64		AQU_0032972	-0.9999881492531978	0.0
OG0004492_64		AQU_0032974	-0.9999881492531978	-0.5
OG0004492_64		LIR_0013301	-0.9999881492531978	0.0
OG0004492_64		LIR_0013302	-0.9999881492531978	0.0
OG0004492_64		LIR_0013303	-0.9731577922505809	1131.5112331502746
OG0004492_64		CIN_0023295	0.9089937894209498	0.5138577647202465
OG0004492_64		BRA_0004656	0.5068730419630249	0.05392745119135313
OG0004492_64		ORY_0035739	0.42976923151557045	-0.0511680866936276
OG0004492_64		ASP_0021892	1.5591696594095659	-0.4998415858986011
OG0004492_64		NYM_0016113	3.5284052381165796	-0.20785698993270416
OG0004492_64		AMB_0016339	2.2354964534449713	-0.4685520114420563
OG0004492_64		GIN_0020486	2.502602701638708	-0.5810093026613303
OG0004492_64		CER_0058588	-0.9999881492531978	0.0
OG0004492_64		CER_0058589	-0.9999881492531978	0.0
OG0004492_64		CER_0058590	-0.33723500417727575	17777.098714489763
OG0004492_64		MAR_0016854	0	0
OG0004492_64		MAR_0016856	0	0
OG0004492_64		MAR_0016853	-0.9999881492531978	0.0
OG0004492_64		MAR_0016855	-0.9999881492531978	-0.5
OG0004492_64		CHL_0014288	13.807812829027675	0.20516969066605042
OG0004492_64		DUN_0013776	11.286911082906483	-0.1702413297107241
