tre_ID	long_branch_label	gene	root_relative_branch_ratio	sister_relative_branch_ratio
OG0004506_64		LOC107625463	-0.9965574118895616	245.15626913990724
OG0004506_64		arharahy.Tifrunner.gnm1.Arahy.12g01931	-0.9999860146234647	-0.9959375399883411
OG0004506_64		ardaradu.V14167.gnm1.Aradu.A06g03299	-0.6099953392409984	5.294595859092622
OG0004506_64		ardaradu.V14167.gnm1.Aradu.A02g01748	-0.9734026992545295	10.722929060303867
OG0004506_64		arharahy.Tifrunner.gnm1.Arahy.02g01681	-0.9977311727633383	-0.9146970868068975
OG0004506_64		LOC107625401	-0.9999670452204504	-0.9896490493083608
OG0004506_64		arharahy.Tifrunner.gnm1.Arahy.11g00865	-0.9968162557690352	95.60948349485722
OG0004506_64		ardaradu.V14167.gnm1.Aradu.A01g00116	-0.9172165805691036	5918.2842768396185
OG0004506_64		arharahy.Tifrunner.gnm1.Arahy.01g00127	-0.9999860146234647	-0.9998310606564526
OG0004506_64		MED_0020873	0.5604542711790249	0.09631586696060605
OG0004506_64		GLY_0035863	-0.5439560706387261	-0.39697487476214516
OG0004506_64		PHA_0024550	-0.24373975432384554	0.6583056959783624
OG0004506_64		CEC_0006429	-0.008198309477907593	-0.5111983365690607
OG0004506_64		PRU_0027002	-0.9999860146234647	-0.9959927632017221
OG0004506_64		PRU_0027003	-0.9965099700269076	248.54851693061508
OG0004506_64		PRU_0027004	-0.9651175659176373	3.38625301286296
OG0004506_64		CUC_0025672	1.857647197726178	0.3727572481466604
OG0004506_64		POP_0006563	-0.9999860146234647	0.0
OG0004506_64		POP_0006564	-0.9999860146234647	0.0
OG0004506_64		ARA_0017113	2.9371851304568817	0.9933753494000532
OG0004506_64		COF_0016282	1.1468391198710064	-0.05867645322945842
OG0004506_64		SOL_0018230	1.2806601696476239	0.06233399072058003
OG0004506_64		MIM_0022023	1.7961086041520553	0.12684745461808186
OG0004506_64		HEL_0003411	2.78092188926747	0.23512709599766246
OG0004506_64		ACT_0005121	0.8166305401140549	-0.4889769927430064
OG0004506_64		VIT_0002771	0.6203531408440344	-0.5639348496924258
OG0004506_64		AQU_0001170	-0.9999860146234647	0.0
OG0004506_64		AQU_0001171	-0.9999860146234647	0.0
OG0004506_64		AQU_0001172	-0.4820650587915995	11279.368850274506
OG0004506_64		AQU_0001169	-0.9999660797412234	-0.9998085592364271
OG0004506_64		AQU_0001960	-0.7761018185833279	-0.3440064895788931
OG0004506_64		AQU_0023497	-0.6655232433811168	-0.5853861379784767
OG0004506_64		LIR_0013297	-0.9840199115660404	-0.974535027475206
OG0004506_64		LIR_0042244	-0.3724678705857385	38.269628075441645
OG0004506_64		CIN_0011912	0.7110274256689005	-0.11263914731315319
OG0004506_64		BRA_0002833	-0.9999860146234647	0.0
OG0004506_64		BRA_0002834	-0.9999860146234647	0.0
OG0004506_64		BRA_0002837	-0.9856575552284036	7.526704879022901
OG0004506_64		BRA_0002836	-0.9274510274785467	11.262383798795405
OG0004506_64		BRA_0002835	-0.910096997249697	2.353906432475972
OG0004506_64		ORY_0030108	1.8326719999761711	-0.04275293655179825
OG0004506_64		ASP_0000979	2.639942343320468	-0.14607818513859155
OG0004506_64		ASP_0000357	1.7254046881307223	-0.3655883159151539
OG0004506_64		ASP_0001682	2.7287566428155934	-0.315104537644441
OG0004506_64		NYM_0002524	-0.6664618017679005	0.9308681330358091
OG0004506_64		NYM_0029359	-0.8272599808731144	-0.48209824229283377
OG0004506_64		NYM_0001586	-0.9299699615583304	-0.7745100665957971
OG0004506_64		NYM_0002391	-0.6547206443739113	1.8455340305160295
OG0004506_64		NYM_0029911	-0.8786592070510317	-0.6485721171225449
OG0004506_64		AMB_0002743	2.5677455443371064	-0.4412986595912132
OG0004506_64		GIN_0017793	1.4615192694737402	-0.6733012335906212
OG0004506_64		CER_0036851	-0.9999860146234647	0.0
OG0004506_64		CER_0036852	-0.9999860146234647	0.0
OG0004506_64		CER_0036853	-0.9999860146234647	-0.5
OG0004506_64		CER_0036854	-0.9999860146234647	-0.625
OG0004506_64		CER_0036855	-0.9999860146234647	-0.6923076923076923
OG0004506_64		CER_0036856	-0.9999860146234647	-0.736842105263158
OG0004506_64		CER_0036857	-0.9999860146234647	-0.7692307692307693
OG0004506_64		CER_0036858	-0.9999860146234647	-0.7941176470588235
OG0004506_64		CER_0036859	-0.9999860146234647	-0.813953488372093
OG0004506_64		MAR_0011900	2.610757705087363	-0.6331277136413467
OG0004506_64		CHL_0018025	2.963188214836482	0.4114212003416598
OG0004506_64		DUN_0009399	1.8079415371379723	-0.291494275586953
OG0004506_64		DUN_0009429	3.463622162501492	0.01841922391503372
