#tree_ID	gd_id	gd_support	gene1	gene2	level	species	GD_dup_sps	dup_ratio	gd_type	comment
OG0000622_254	1	97.0	BRA_0011993	BRA_0017726	S1	BRA	2	100.00%	AABB	-
OG0000622_254	1	97.0	ORY_0028906	ORY_0027410	S1	ORY	2	100.00%	AABB	-
OG0000622_254	2	100.0	ardaradu.V14167.gnm1.Aradu.A09g03327	NA	S13	ARD	2	66.67%	AABX	-
OG0000622_254	2	100.0	arharahy.Tifrunner.gnm1.Arahy.19g03446	arharahy.Tifrunner.gnm1.Arahy.19g03447	S13	ARH	2	66.67%	AABX	-
OG0000622_254	2	100.0	arharahy.Tifrunner.gnm1.Arahy.09g03166	arharahy.Tifrunner.gnm1.Arahy.19g03447	S13	ARH	2	66.67%	AABX	-
OG0000622_254	2	100.0	LOC107619373	LOC107619374	S13	ARI	2	66.67%	AABX	-
OG0000622_254	3	100.0	BRA_0029697	BRA_0056533	S1	BRA	2	100.00%	AABB	-
OG0000622_254	3	100.0	ORY_0005236	ORY_0023195	S1	ORY	2	100.00%	AABB	-
OG0000629_253	4	95.0	BRA_0005690	BRA_0026471	S1	BRA	2	100.00%	AABB	-
OG0000629_253	4	95.0	ORY_0020018	ORY_0007609	S1	ORY	2	100.00%	AABB	-
OG0000629_253	5	100.0	BRA_0028228	BRA_0045447	S1	BRA	2	100.00%	AABB	-
OG0000629_253	5	100.0	BRA_0028228	BRA_0045448	S1	BRA	2	100.00%	AABB	-
OG0000629_253	5	100.0	BRA_0028228	BRA_0045449	S1	BRA	2	100.00%	AABB	-
OG0000629_253	5	100.0	BRA_0028228	BRA_0045450	S1	BRA	2	100.00%	AABB	-
OG0000629_253	5	100.0	ORY_0005275	ORY_0024258	S1	ORY	2	100.00%	AABB	-
OG0000629_253	6	95.0	BRA_0005690	BRA_0028228	S1	BRA	2	100.00%	AABB	-
OG0000629_253	6	95.0	BRA_0005690	BRA_0045447	S1	BRA	2	100.00%	AABB	-
OG0000629_253	6	95.0	BRA_0005690	BRA_0045448	S1	BRA	2	100.00%	AABB	-
OG0000629_253	6	95.0	BRA_0005690	BRA_0045449	S1	BRA	2	100.00%	AABB	-
OG0000629_253	6	95.0	BRA_0005690	BRA_0045450	S1	BRA	2	100.00%	AABB	-
OG0000629_253	6	95.0	BRA_0026471	BRA_0028228	S1	BRA	2	100.00%	AABB	-
OG0000629_253	6	95.0	BRA_0026471	BRA_0045447	S1	BRA	2	100.00%	AABB	-
OG0000629_253	6	95.0	BRA_0026471	BRA_0045448	S1	BRA	2	100.00%	AABB	-
OG0000629_253	6	95.0	BRA_0026471	BRA_0045449	S1	BRA	2	100.00%	AABB	-
OG0000629_253	6	95.0	BRA_0026471	BRA_0045450	S1	BRA	2	100.00%	AABB	-
OG0000629_253	6	95.0	ORY_0020018	ORY_0005275	S1	ORY	2	100.00%	AABB	-
OG0000629_253	6	95.0	ORY_0020018	ORY_0024258	S1	ORY	2	100.00%	AABB	-
OG0000629_253	6	95.0	ORY_0007609	ORY_0005275	S1	ORY	2	100.00%	AABB	-
OG0000629_253	6	95.0	ORY_0007609	ORY_0024258	S1	ORY	2	100.00%	AABB	-
OG0000629_253	7	100.0	BRA_0024912	BRA_0030563	S1	BRA	2	100.00%	AABB	-
OG0000629_253	7	100.0	BRA_0024912	BRA_0030564	S1	BRA	2	100.00%	AABB	-
OG0000629_253	7	100.0	BRA_0024914	BRA_0030563	S1	BRA	2	100.00%	AABB	-
OG0000629_253	7	100.0	BRA_0024914	BRA_0030564	S1	BRA	2	100.00%	AABB	-
OG0000629_253	7	100.0	BRA_0024913	BRA_0030563	S1	BRA	2	100.00%	AABB	-
OG0000629_253	7	100.0	BRA_0024913	BRA_0030564	S1	BRA	2	100.00%	AABB	-
OG0000629_253	7	100.0	ORY_0007525	ORY_0025712	S1	ORY	2	100.00%	AABB	-
OG0000629_253	7	100.0	ORY_0007525	ORY_0025904	S1	ORY	2	100.00%	AABB	-
OG0000629_253	7	100.0	ORY_0007525	ORY_0007504	S1	ORY	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0005690	BRA_0024912	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0005690	BRA_0024914	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0005690	BRA_0024913	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0005690	BRA_0030563	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0005690	BRA_0030564	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0026471	BRA_0024912	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0026471	BRA_0024914	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0026471	BRA_0024913	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0026471	BRA_0030563	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0026471	BRA_0030564	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0028228	BRA_0024912	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0028228	BRA_0024914	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0028228	BRA_0024913	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0028228	BRA_0030563	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0028228	BRA_0030564	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0045447	BRA_0024912	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0045447	BRA_0024914	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0045447	BRA_0024913	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0045447	BRA_0030563	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0045447	BRA_0030564	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0045448	BRA_0024912	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0045448	BRA_0024914	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0045448	BRA_0024913	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0045448	BRA_0030563	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0045448	BRA_0030564	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0045449	BRA_0024912	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0045449	BRA_0024914	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0045449	BRA_0024913	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0045449	BRA_0030563	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0045449	BRA_0030564	S1	BRA	2	100.00%	AABB	-
OG0000629_253	8	92.0	BRA_0045450	BRA_0024912	S1	BRA	2	100.00%	AABB	-
