#tree_ID	gd_id	gd_support	gene1	gene2	level	species	GD_dup_sps	dup_ratio	gd_type	comment
OG0007047_45	1	89.0	BRA_0011880	BRA_0056412	S1	BRA	2	100.00%	AABB	-
OG0007047_45	1	89.0	BRA_0011880	BRA_0056413	S1	BRA	2	100.00%	AABB	-
OG0007047_45	1	89.0	BRA_0011881	BRA_0056412	S1	BRA	2	100.00%	AABB	-
OG0007047_45	1	89.0	BRA_0011881	BRA_0056413	S1	BRA	2	100.00%	AABB	-
OG0007047_45	1	89.0	ORY_0000917	ORY_0000226	S1	ORY	2	100.00%	AABB	-
OG0007047_45	1	89.0	ORY_0017570	ORY_0000226	S1	ORY	2	100.00%	AABB	-
OG0007067_45	2	100.0	BRA_0001651	BRA_0016675	S1	BRA	2	100.00%	AABB	-
OG0007067_45	2	100.0	ORY_0020276	ORY_0011328	S1	ORY	2	100.00%	AABB	-
OG0007067_45	3	100.0	LOC107631858	LOC107646076	S13	ari	2	66.67%	AABX	-
OG0007067_45	3	100.0	arharahy.Tifrunner.gnm1.Arahy.13g04297	arharahy.Tifrunner.gnm1.Arahy.16g00818	S13	arh	2	66.67%	AABX	-
OG0007067_45	3	100.0	arharahy.Tifrunner.gnm1.Arahy.13g04297	arharahy.Tifrunner.gnm1.Arahy.06g00730	S13	arh	2	66.67%	AABX	-
OG0007067_45	3	100.0	arharahy.Tifrunner.gnm1.Arahy.03g04190	arharahy.Tifrunner.gnm1.Arahy.16g00818	S13	arh	2	66.67%	AABX	-
OG0007067_45	3	100.0	arharahy.Tifrunner.gnm1.Arahy.03g04190	arharahy.Tifrunner.gnm1.Arahy.06g00730	S13	arh	2	66.67%	AABX	-
OG0007067_45	3	100.0	NA	ardaradu.V14167.gnm1.Aradu.A06g00685	S13	ard	2	66.67%	AABX	-
OG0007081_45	4	46.0	VIT_0001560	NA	S25	VIT	2	7.69%	AXBB	-
OG0007081_45	4	46.0	PHA_0023556	NA	S25	PHA	2	7.69%	AXBB	-
OG0007081_45	4	46.0	PHA_0023557	NA	S25	PHA	2	7.69%	AXBB	-
OG0007081_45	4	46.0	ORY_0015488	NA	S25	ORY	2	7.69%	AXBB	-
OG0007081_45	4	46.0	CEC_0005192	NA	S25	CEC	2	7.69%	AXBB	-
OG0007081_45	4	46.0	PRU_0016640	NA	S25	PRU	2	7.69%	AXBB	-
OG0007081_45	4	46.0	LOC107616573	NA	S25	ari	2	7.69%	AXBB	-
OG0007081_45	4	46.0	HEL_0026192	HEL_0013562	S25	HEL	2	7.69%	AXBB	-
OG0007081_45	4	46.0	HEL_0026192	HEL_0015047	S25	HEL	2	7.69%	AXBB	-
OG0007081_45	4	46.0	HEL_0026192	HEL_0015685	S25	HEL	2	7.69%	AXBB	-
OG0007081_45	4	46.0	HEL_0026192	HEL_0013950	S25	HEL	2	7.69%	AXBB	-
OG0007081_45	4	46.0	POP_0049746	NA	S25	POP	2	7.69%	AXBB	-
OG0007081_45	4	46.0	POP_0049747	NA	S25	POP	2	7.69%	AXBB	-
OG0007081_45	4	46.0	NYM_0024659	NA	S25	NYM	2	7.69%	AXBB	-
OG0007081_45	4	46.0	COF_0009156	NA	S25	COF	2	7.69%	AXBB	-
OG0007081_45	4	46.0	COF_0009158	NA	S25	COF	2	7.69%	AXBB	-
OG0007081_45	4	46.0	ARA_0024119	NA	S25	ARA	2	7.69%	AXBB	-
OG0007081_45	4	46.0	LIR_0007712	NA	S25	LIR	2	7.69%	AXBB	-
OG0007081_45	4	46.0	AMB_0008927	NA	S25	AMB	2	7.69%	AXBB	-
OG0007081_45	4	46.0	GLY_0036525	NA	S25	GLY	2	7.69%	AXBB	-
OG0007081_45	4	46.0	ASP_0009761	ASP_0011683	S25	ASP	2	7.69%	AXBB	-
OG0007081_45	4	46.0	ardaradu.V14167.gnm1.Aradu.A09g01303	NA	S25	ard	2	7.69%	AXBB	-
OG0007081_45	4	46.0	GIN_0009773	NA	S25	GIN	2	7.69%	AXBB	-
OG0007081_45	4	46.0	CUC_0002987	NA	S25	CUC	2	7.69%	AXBB	-
OG0007081_45	4	46.0	CUC_0002988	NA	S25	CUC	2	7.69%	AXBB	-
OG0007081_45	4	46.0	CUC_0002989	NA	S25	CUC	2	7.69%	AXBB	-
OG0007081_45	4	46.0	CUC_0002990	NA	S25	CUC	2	7.69%	AXBB	-
OG0007081_45	4	46.0	BRA_0043767	NA	S25	BRA	2	7.69%	AXBB	-
OG0007081_45	4	46.0	arharahy.Tifrunner.gnm1.Arahy.19g01527	NA	S25	arh	2	7.69%	AXBB	-
OG0007081_45	4	46.0	arharahy.Tifrunner.gnm1.Arahy.09g01275	NA	S25	arh	2	7.69%	AXBB	-
OG0007081_45	4	46.0	AQU_0004272	NA	S25	AQU	2	7.69%	AXBB	-
OG0007081_45	4	46.0	AQU_0012223	NA	S25	AQU	2	7.69%	AXBB	-
OG0007081_45	4	46.0	CIN_0003437	NA	S25	CIN	2	7.69%	AXBB	-
OG0007081_45	4	46.0	MED_0004159	NA	S25	MED	2	7.69%	AXBB	-
OG0007081_45	4	46.0	SOL_0024328	NA	S25	SOL	2	7.69%	AXBB	-
OG0007081_45	4	46.0	MIM_0026915	NA	S25	MIM	2	7.69%	AXBB	-
OG0007081_45	4	46.0	MIM_0026917	NA	S25	MIM	2	7.69%	AXBB	-
OG0007081_45	4	46.0	MIM_0026916	NA	S25	MIM	2	7.69%	AXBB	-
OG0007086_45	5	100.0	LOC107612153	LOC107612213	S13	ari	3	100.00%	AABB	-
OG0007086_45	5	100.0	arharahy.Tifrunner.gnm1.Arahy.18g03325	arharahy.Tifrunner.gnm1.Arahy.08g02920	S13	arh	3	100.00%	AABB	-
OG0007086_45	5	100.0	arharahy.Tifrunner.gnm1.Arahy.18g03325	arharahy.Tifrunner.gnm1.Arahy.18g03322	S13	arh	3	100.00%	AABB	-
OG0007086_45	5	100.0	arharahy.Tifrunner.gnm1.Arahy.08g02923	arharahy.Tifrunner.gnm1.Arahy.08g02920	S13	arh	3	100.00%	AABB	-
OG0007086_45	5	100.0	arharahy.Tifrunner.gnm1.Arahy.08g02923	arharahy.Tifrunner.gnm1.Arahy.18g03322	S13	arh	3	100.00%	AABB	-
OG0007086_45	5	100.0	ardaradu.V14167.gnm1.Aradu.A08g02797	ardaradu.V14167.gnm1.Aradu.A08g02795	S13	ard	3	100.00%	AABB	-
OG0007087_45	6	100.0	LOC107648318	NA	S13	ari	2	66.67%	AABB	-
OG0007087_45	6	100.0	arharahy.Tifrunner.gnm1.Arahy.16g02344	arharahy.Tifrunner.gnm1.Arahy.01g03111	S13	arh	2	66.67%	AABB	-
OG0007087_45	6	100.0	arharahy.Tifrunner.gnm1.Arahy.16g02344	arharahy.Tifrunner.gnm1.Arahy.15g03185	S13	arh	2	66.67%	AABB	-
